blue_gold,blue_cs,blue_jg,blue_xp,red_gold,red_cs,red_jg,red_xp,blue_wards_placed,blue_wards_destroyed,blue_air_dragons,blue_fire_dragons,blue_earth_dragons,blue_water_dragons,blue_turrets_destroyed,blue_rift_heralds,blue_inhibitors_destroyed,blue_kills,blue_assists,blue_deaths,red_wards_placed,red_wards_destroyed,red_air_dragons,red_fire_dragons,red_earth_dragons,red_water_dragons,red_turrets_destroyed,red_rift_heralds,red_inhibitors_destroyed,red_kills,red_assists,red_deaths,unix_date,winner,match_id
28953,336,103,29221,23705,322,88,27296,27,9,0,1,0,1,3,1,0,10,22,6,31,6,0,0,0,0,0,0,0,6,10,10,1610917409585,blue,NA1_3748012422
28257,294,88,29589,29027,301,73,29213,19,7,0,1,0,0,0,0,0,18,22,18,33,5,0,0,1,0,0,0,0,18,18,18,1611273212172,red,NA1_3753484274
25586,378,72,30083,26864,340,79,29686,26,9,0,1,0,0,0,0,0,10,10,12,25,4,0,0,0,0,0,1,0,12,11,10,1611293275945,red,NA1_3754013273
24878,295,76,28762,27002,374,77,31316,28,8,0,0,0,0,1,1,0,10,13,12,21,5,0,0,0,1,1,0,0,12,13,10,1610919433271,red,NA1_3748056484
24664,317,71,27189,27448,339,86,30704,27,9,0,0,0,0,0,0,0,8,8,14,25,9,0,0,1,0,0,0,0,14,22,8,1610853042324,red,NA1_3746932894
27817,323,90,29908,24874,294,81,28357,24,6,0,0,0,1,1,1,0,13,16,11,28,6,1,0,0,0,0,0,0,11,10,13,1610954053105,red,NA1_3748704673
23876,362,106,28887,24365,348,73,27721,34,9,0,1,0,1,0,0,0,6,12,6,33,8,0,0,0,0,0,2,0,6,6,6,1611037510798,red,NA1_3750121783
24652,361,99,29257,26585,332,92,31020,26,5,0,0,0,0,0,0,0,5,4,12,31,3,0,1,0,1,1,0,0,12,11,5,1610857066016,red,NA1_3747067104
27762,375,81,30444,28326,343,100,32116,27,4,0,0,1,0,1,1,0,10,8,16,25,8,0,0,0,1,0,0,0,16,18,10,1611004710503,blue,NA1_3749496060
33050,324,59,31090,22936,296,80,24699,33,4,0,0,1,0,4,1,0,23,31,7,22,1,1,0,0,0,0,0,0,7,12,23,1610858364628,blue,NA1_3747133341
22841,314,72,27905,29004,382,85,32585,35,5,0,0,0,0,0,1,0,7,6,15,28,6,1,0,0,1,1,0,0,15,6,7,1611280723200,red,NA1_3753637924
24115,256,63,25617,33002,287,93,30608,26,2,0,1,0,1,0,0,0,10,10,24,27,2,0,0,0,0,3,1,0,24,26,10,1611175441227,red,NA1_3751932316
25159,329,101,28754,26798,346,99,30740,27,5,0,0,0,0,1,1,0,6,5,14,23,8,1,0,1,0,0,0,0,14,12,6,1610896778503,blue,NA1_3747787266
25024,335,67,29505,25292,356,88,28279,16,7,0,0,0,0,0,1,0,11,7,7,28,1,0,1,0,1,0,0,0,7,11,11,1611180704010,red,NA1_3752011693
23709,318,64,27363,30961,356,108,33770,25,5,0,0,0,0,0,0,0,8,7,18,21,5,0,1,0,1,0,1,0,18,12,8,1611079596646,red,NA1_3750496024
24406,230,71,25033,33309,358,80,30386,31,1,0,0,0,0,0,0,0,12,11,19,23,7,0,1,1,0,5,1,1,19,17,12,1611083265660,red,NA1_3750551651
24347,336,71,26125,29215,334,90,31667,26,6,0,0,0,0,0,0,0,7,10,18,27,6,1,0,1,0,1,1,0,18,20,7,1610993509205,red,NA1_3749147134
27034,361,96,30624,29590,330,76,30944,25,5,0,0,0,1,0,0,0,12,7,16,24,8,0,0,0,0,1,1,0,16,21,12,1611032483249,blue,NA1_3750023849
26916,326,92,29781,24888,337,76,28253,23,9,0,0,0,0,1,1,0,14,13,7,23,2,0,0,1,1,1,0,0,7,11,14,1611276956833,red,NA1_3753574539
27000,343,104,31141,22440,313,99,27576,27,7,0,0,0,0,2,0,0,7,9,4,24,10,1,0,1,0,0,1,0,4,4,7,1611114307031,blue,NA1_3751086736
26050,323,94,28455,28075,269,83,29429,27,6,1,0,0,0,0,0,0,11,15,15,30,8,0,0,0,1,1,1,0,15,20,11,1611195161444,red,NA1_3752207076
23127,335,81,27313,28314,364,87,32623,23,5,1,1,0,0,0,0,0,6,5,16,26,8,0,0,0,0,1,0,0,16,19,6,1611104955985,red,NA1_3750842038
26848,369,116,31100,22509,371,77,29041,27,6,0,0,0,1,0,1,0,7,9,2,35,8,0,0,0,0,0,0,0,2,1,7,1611024559315,blue,NA1_3749854444
24794,398,104,29200,24834,365,84,29008,28,5,0,0,0,0,0,0,0,3,5,5,27,5,0,0,1,1,1,1,0,5,8,3,1611203552159,blue,NA1_3752389337
25929,357,68,29897,27567,343,85,30315,22,12,0,0,1,0,1,1,0,10,12,12,28,4,0,0,0,0,1,0,0,12,18,10,1611173313882,red,NA1_3751868872
28491,343,104,30137,23517,326,92,27703,20,4,0,1,0,0,2,1,0,15,11,8,21,3,0,0,1,0,0,0,0,8,14,15,1611201347173,blue,NA1_3752344605
27854,331,76,30262,21854,280,82,26035,23,8,0,0,0,1,1,0,0,16,13,4,27,6,1,0,0,0,0,1,0,4,3,16,1610921066573,blue,NA1_3748081227
27840,319,101,30096,23508,314,72,28331,26,7,0,1,1,0,1,1,0,15,19,10,22,9,0,0,0,0,0,0,0,10,9,15,1611016681599,blue,NA1_3749702416
24507,360,84,28416,23990,332,112,30786,27,5,0,1,0,0,0,0,0,7,9,7,20,10,0,0,0,0,0,0,0,7,9,7,1611207897518,blue,NA1_3752532160
25029,312,82,28848,33826,375,87,34459,20,4,0,0,0,0,0,0,0,9,10,25,21,3,1,0,0,1,3,1,0,25,21,9,1610904068613,red,NA1_3747838303
24490,355,94,28336,26355,329,89,29179,24,2,0,0,0,0,1,1,0,6,5,10,20,4,0,1,0,0,0,0,0,10,16,6,1611070077777,red,NA1_3750423348
27960,338,100,31931,23276,344,115,28185,22,8,1,0,0,0,0,1,0,15,16,4,27,5,0,0,0,1,0,0,0,4,5,15,1611296621849,blue,NA1_3754055707
27137,334,79,29380,22951,297,65,26587,28,3,1,0,0,1,1,0,0,13,23,7,18,10,0,0,0,0,0,1,0,7,7,13,1611171188556,blue,NA1_3751894448
30556,317,91,30560,22739,257,86,25607,19,4,1,0,0,1,3,1,0,21,13,7,16,2,0,0,0,0,0,0,0,7,13,21,1611286363222,blue,NA1_3753870141
23843,327,91,30943,30041,310,96,33426,21,3,0,0,0,0,0,0,0,8,4,16,20,3,0,0,0,1,2,1,0,16,17,8,1610945620226,red,NA1_3748529504
25559,340,96,28236,27326,349,92,31528,20,6,0,0,1,0,0,0,0,9,10,14,21,2,0,0,0,1,0,0,0,14,23,9,1610943354537,red,NA1_3748492959
35348,327,101,32299,21630,220,74,22880,28,4,0,1,0,0,2,1,0,28,35,7,27,7,0,0,0,0,0,0,0,7,8,28,1611066423275,blue,NA1_3750401115
30028,353,76,29369,26475,333,83,27942,27,6,0,0,0,0,2,1,0,15,17,11,25,8,0,1,0,1,1,0,0,11,15,15,1611278815541,blue,NA1_3753631545
21967,295,73,26528,31098,383,112,34963,26,9,0,0,1,0,0,0,0,6,4,20,29,10,0,1,0,0,1,0,0,20,19,6,1611270760266,red,NA1_3753449613
26421,333,80,30344,27667,327,124,32054,20,3,1,0,0,1,0,0,0,14,17,9,23,3,0,0,0,0,1,1,0,9,5,14,1611265278998,red,NA1_3753365495
27447,381,96,30173,25569,322,72,27287,28,11,0,1,0,0,1,0,0,11,16,8,26,9,0,0,1,0,1,1,0,8,9,11,1611288175094,blue,NA1_3753866085
