blue_gold,blue_cs,blue_jg,blue_xp,red_gold,red_cs,red_jg,red_xp,blue_wards_placed,blue_wards_destroyed,blue_air_dragons,blue_fire_dragons,blue_earth_dragons,blue_water_dragons,blue_turrets_destroyed,blue_rift_heralds,blue_inhibitors_destroyed,blue_kills,blue_assists,blue_deaths,red_wards_placed,red_wards_destroyed,red_air_dragons,red_fire_dragons,red_earth_dragons,red_water_dragons,red_turrets_destroyed,red_rift_heralds,red_inhibitors_destroyed,red_kills,red_assists,red_deaths,unix_date,winner,match_id
26257,362,104,31991,25646,365,100,30200,23,2,0,0,0,0,0,0,0,10,9,11,18,6,1,0,0,0,0,0,0,11,11,10,1617405063570,red,NA1_3851205412
22872,274,96,26366,30957,332,106,33483,21,9,0,0,0,0,0,0,0,7,7,17,28,11,0,1,0,0,2,0,0,17,37,7,1617675047084,red,NA1_3855450317
24641,309,81,27906,26198,379,79,30951,26,5,0,0,0,0,1,1,0,7,11,11,31,7,1,1,0,0,0,0,0,11,16,7,1617350619503,red,NA1_3850594402
25159,300,83,27642,26602,336,95,29154,22,4,0,0,0,1,1,1,0,7,10,10,23,3,1,0,0,0,1,0,0,10,8,7,1617700597569,red,NA1_3855881546
25980,346,88,29312,26695,367,104,30901,25,3,0,0,1,0,1,0,0,7,12,9,16,7,0,0,0,0,2,1,0,9,7,7,1617438706782,blue,NA1_3851907439
26154,330,87,29511,23996,339,76,30515,20,4,0,1,0,0,1,1,0,10,11,10,26,8,0,0,0,1,0,0,0,10,4,10,1617411230002,blue,NA1_3851370402
26706,277,58,26800,28105,303,71,27724,32,13,0,1,0,1,0,1,0,16,25,17,32,7,0,0,0,0,1,0,0,17,16,16,1617433845924,red,NA1_3851818269
31462,363,108,32190,22316,295,64,25562,17,7,1,0,1,0,2,1,0,18,19,5,26,5,0,0,0,0,0,0,0,5,11,18,1617851936101,blue,NA1_3858007584
28838,322,54,28057,27257,317,80,29765,25,11,0,1,0,0,2,1,0,16,16,15,28,5,0,0,0,1,0,0,0,15,12,16,1617773161782,red,NA1_3857000202
25394,335,89,26813,25024,276,74,28882,19,2,0,0,0,0,1,0,0,9,5,16,12,4,0,0,0,1,0,0,0,16,20,9,1617864217878,red,NA1_3858238178
29980,269,80,28259,27975,309,68,27597,28,4,1,0,0,1,3,0,1,20,24,15,22,1,0,0,0,0,1,1,0,15,13,20,1617779568629,red,NA1_3857027492
24631,324,64,28927,27084,334,84,29060,27,9,0,0,0,0,0,0,0,12,13,10,29,6,0,1,1,0,1,1,0,10,12,12,1617398234135,red,NA1_3851091731
22176,351,76,27285,31395,340,124,34289,23,6,0,0,0,0,0,0,0,4,7,16,23,9,0,0,1,1,3,1,0,16,20,4,1617883828769,red,NA1_3858434898
24184,246,69,24440,31697,320,104,31304,26,4,0,0,0,0,0,0,0,9,8,22,15,4,0,1,1,0,2,0,0,22,21,9,1617774425767,red,NA1_3857015691
23958,357,83,28648,28322,384,96,30658,24,7,0,0,0,0,0,0,0,7,9,12,26,11,1,1,0,0,0,0,0,12,16,7,1617400456088,red,NA1_3851145457
26575,353,92,28990,30263,361,92,32766,19,5,0,0,0,0,1,0,0,10,14,17,30,4,0,1,1,0,1,1,0,17,16,10,1617422840097,red,NA1_3851586739
27165,328,68,27821,28794,314,75,31242,28,8,0,0,0,0,1,1,0,13,12,17,23,5,0,1,0,0,1,0,0,17,20,13,1617436039621,blue,NA1_3851863345
28825,345,88,30464,22412,303,80,25949,32,11,1,0,0,1,1,0,0,15,25,6,23,6,0,0,0,0,0,1,0,6,7,15,1617663034286,blue,NA1_3855219827
27277,330,70,29059,30856,364,86,31878,31,6,0,0,0,0,0,0,0,15,26,17,26,8,0,0,0,1,1,0,0,17,17,15,1617407184755,blue,NA1_3851260657
30554,314,90,29504,27257,322,82,27601,27,6,1,1,0,0,2,1,0,18,30,11,21,4,0,0,0,0,1,0,0,11,10,18,1617354192796,blue,NA1_3850640911
